Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Subject,Recorded_Message_Or_Robocall
3235527518,2018-02-28 02:00:35,2018-02-27 07:58:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
8133007549,2018-02-28 02:01:00,2018-02-01 15:21:00,Sneads Ferry,Florida,No Subject Provided,N
8133005430,2018-02-28 02:01:39,2018-02-01 10:51:00,Sneads Ferry,Florida,No Subject Provided,N
7024331529,2018-02-28 02:01:49,2018-02-27 22:50:00,,Nevada,No Subject Provided,Y
7088872119,2018-02-28 02:03:57,2018-02-15 13:39:00,,California,No Subject Provided,Y
2067299201,2018-02-28 02:06:13,2018-02-28 12:24:00,Mumbai,Massachusetts,Other,Y
2819011585,2018-02-28 02:08:04,2018-02-27 18:09:00,Houston,Texas,No Subject Provided,Y
7167200404,2018-02-28 02:08:50,2018-02-24 08:36:00,,California,No Subject Provided,Y
2162527890,2018-02-28 01:52:51,2018-02-27 15:07:00,,Ohio,No Subject Provided,N
7166666244,2018-02-28 02:10:27,2018-02-21 09:57:00,,California,No Subject Provided,Y
5232433243,2018-02-28 02:10:42,2018-02-27 21:18:00,modesto,California,No Subject Provided,Y
8005695656,2018-02-28 02:12:19,2018-02-27 10:25:00,,Maryland,No Subject Provided,N
9042123025,2018-02-28 02:11:40,2018-02-27 16:26:00,Oceanside,California,"Calls pretending to be government, businesses, or family and friends",N
3109719179,2018-02-28 02:11:55,2018-02-23 12:01:00,,California,No Subject Provided,Y
9043083692,2018-02-28 02:12:28,2018-02-27 13:36:00,Oceanside,Florida,No Subject Provided,N
6468133026,2018-02-28 02:13:20,2018-02-23 08:25:00,,California,No Subject Provided,Y
9046431649,2018-02-28 02:13:28,2018-02-27 12:54:00,Oceanside,Florida,No Subject Provided,Y
9043083692,2018-02-28 02:14:27,2018-02-27 09:39:00,Oceanside,Florida,No Subject Provided,Y
9892641041,2018-02-28 02:14:39,2018-02-27 13:06:00,,Michigan,Charities,N
6514023668,2018-02-28 02:14:50,2018-02-20 09:37:00,,California,No Subject Provided,Y
6162071747,2018-02-28 02:15:48,2018-02-27 18:11:00,,Michigan,Charities,N
9045552521,2018-02-28 02:15:53,2018-02-26 07:16:00,Oceanside,Florida,No Subject Provided,Y
8054135583,2018-02-28 02:16:24,2018-02-22 15:27:00,,California,No Subject Provided,Y
4087452145,2018-02-28 02:17:17,2018-02-27 07:55:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
9042635481,2018-02-28 02:17:55,2018-02-22 13:10:00,Oceanside,Florida,No Subject Provided,Y
2135510057,2018-02-28 02:17:57,2018-02-22 08:02:00,,California,No Subject Provided,Y
4086150655,2018-02-28 02:18:35,2018-02-27 07:56:00,San Jose,California,"Calls pretending to be government, businesses, or family and friends",Y
8623332087,2018-02-28 02:19:21,2018-02-27 10:00:00,,New Jersey,"Reducing your debt (credit cards, mortgage, student loans)",Y
6692150195,2018-02-28 02:19:45,2018-02-19 12:33:00,,California,No Subject Provided,Y
4088758590,2018-02-28 02:20:10,2018-02-27 07:57:00,San Jose,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
9044715677,2018-02-28 02:20:16,2018-02-22 07:08:00,Oceanside,Florida,No Subject Provided,Y
9042635481,2018-02-28 02:21:20,2018-02-22 10:52:00,Oceanside,Florida,No Subject Provided,N
4082499880,2018-02-28 02:21:51,2018-02-27 07:58:00,San Jose,California,Home improvement  & cleaning,Y
7026301269,2018-02-28 02:23:07,2018-02-28 01:20:00,,Nevada,Home improvement  & cleaning,Y
4088775132,2018-02-28 02:23:48,2018-02-27 21:00:00,San Jose,California,Work from home  & other ways to make money,Y
4088799011,2018-02-28 02:25:44,2018-02-27 21:01:00,San Jose,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
9256394620,2018-02-28 02:27:55,2018-02-27 23:23:00,,California,Vacation  & timeshares,Y
9097649466,2018-02-28 02:29:31,2018-02-26 17:03:00,,California,"Reducing your debt (credit cards, mortgage, student loans)",Y
3074660199,2018-02-28 02:30:13,2018-02-27 08:00:00,Sylmar,California,"Calls pretending to be government, businesses, or family and friends",Y
6072232306,2018-02-28 02:30:18,2018-02-24 10:37:00,,Florida,No Subject Provided,Y
6503328048,2018-02-28 02:31:20,2018-02-27 17:39:00,,California,Dropped call or no message,Y
5103700523,2018-02-28 02:39:42,2018-02-27 16:58:00,,California,No Subject Provided,Y
5082665807,2018-02-28 02:45:08,2018-02-27 15:00:00,Danville,California,"Reducing your debt (credit cards, mortgage, student loans)",N
2012739250,2018-02-28 02:46:23,2018-02-27 14:55:00,glen rose,Texas,No Subject Provided,Y
6503028164,2018-02-28 02:47:30,2018-02-27 14:00:00,Danville,California,Other,N
8173457004,2018-02-28 02:47:33,2018-02-27 10:41:00,glen rose,Texas,No Subject Provided,Y
8178947495,2018-02-28 02:48:48,2018-02-27 15:04:00,glen rose,Texas,"Reducing your debt (credit cards, mortgage, student loans)",Y
8178941786,2018-02-28 02:49:50,2018-02-27 15:03:00,glen rose,Texas,"Reducing your debt (credit cards, mortgage, student loans)",Y
4057676600,2018-02-28 02:53:13,2018-02-27 08:30:00,,California,"Calls pretending to be government, businesses, or family and friends",Y
8884657430,2018-02-28 02:53:34,2018-02-27 14:10:00,SPRING,Texas,"Reducing your debt (credit cards, mortgage, student loans)",Y
8173265232,2018-02-28 02:54:00,2018-02-22 13:27:00,glen rose,Texas,No Subject Provided,Y
4057676600,2018-02-28 02:55:25,2018-02-27 13:15:00,,California,"Calls pretending to be government, businesses, or family and friends",Y
4057676600,2018-02-28 02:56:20,2018-02-27 17:30:00,,California,"Calls pretending to be government, businesses, or family and friends",Y
9096374000,2018-02-28 02:56:44,2018-02-27 00:42:00,,California,Home improvement  & cleaning,N
4086175887,2018-02-28 02:56:47,2018-02-27 15:12:00,capitola,California,No Subject Provided,Y
646612354,2018-02-28 02:59:14,2018-02-27 13:28:00,,Florida,Computer  & technical support,N
7547010069,2018-02-28 03:01:36,2018-02-27 13:40:00,,Florida,Dropped call or no message,N
5597259030,2018-02-28 03:02:07,2018-02-27 19:00:00,Modesto,California,"Energy, solar,  & utilities",N
8886621887,2018-02-28 03:04:36,2018-02-27 18:46:00,,Florida,Dropped call or no message,N
2062310020,2018-02-28 03:21:00,2018-02-27 13:31:00,,California,"Calls pretending to be government, businesses, or family and friends",Y
6313183076,2018-02-28 03:22:48,2018-02-26 17:27:00,East Patchogue,New York,No Subject Provided,Y
8584055815,2018-02-28 03:25:34,2018-02-27 14:47:00,San Diego,California,Vacation  & timeshares,Y
6313183076,2018-02-28 03:25:59,2018-02-27 16:32:00,East Patchogue,New York,Other,Y
6317219266,2018-02-28 03:27:20,2018-02-28 03:10:00,East Patchogue,New York,Dropped call or no message,Y
6072108318,2018-02-28 03:28:11,2018-02-22 13:25:00,Corning,New York,No Subject Provided,N
6317219266,2018-02-28 03:28:29,2018-02-28 03:04:00,East Patchogue,New York,Dropped call or no message,Y
6319734965,2018-02-28 03:29:37,2018-02-28 03:24:00,East Patchogue,New York,Dropped call or no message,Y
5202566812,2018-02-28 03:29:59,2018-02-27 08:12:00,West Hills,California,"Calls pretending to be government, businesses, or family and friends",Y
6319734965,2018-02-28 03:30:15,2018-02-28 03:18:00,East Patchogue,New York,No Subject Provided,Y
6317219266,2018-02-28 03:47:24,2018-02-28 03:46:00,East Patchogue,New York,Dropped call or no message,Y
6317219266,2018-02-28 03:48:37,2018-02-28 03:46:00,East Patchogue,New York,Dropped call or no message,Y
8002794268,2018-02-28 03:51:13,2018-02-27 13:59:00,MINNEAPOLIS,Minnesota,No Subject Provided,Y
6128249231,2018-02-28 03:53:39,2018-02-27 13:54:00,MINNEAPOLIS,Minnesota,Other,Y
6126150385,2018-02-28 03:55:50,2018-02-27 12:34:00,MINNEAPOLIS,Minnesota,No Subject Provided,Y
6128243725,2018-02-28 03:57:57,2018-02-27 09:58:00,MINNEAPOLIS,Minnesota,No Subject Provided,Y
9196215540,2018-02-28 03:58:03,2018-02-27 16:40:00,Raleigh,North Carolina,"Reducing your debt (credit cards, mortgage, student loans)",Y
4087964236,2018-02-28 04:07:49,2018-02-27 10:45:00,Los Altos,California,Dropped call or no message,N
4084292613,2018-02-28 04:08:35,2018-02-27 12:01:00,Los Altos,California,Dropped call or no message,N
4087898705,2018-02-28 04:10:11,2018-02-27 13:33:00,Los Altos,California,Dropped call or no message,N
4084127963,2018-02-28 04:11:03,2018-02-27 17:09:00,Los Altos,California,Dropped call or no message,N
4072051857,2018-02-28 04:11:06,2018-02-19 11:21:00,,Ohio,Work from home  & other ways to make money,Y
3235527518,2018-02-28 04:11:49,2018-02-27 18:16:00,Los Altos,California,Dropped call or no message,N
7048173818,2018-02-28 04:18:20,2018-02-26 14:35:00,Charlotte,North Carolina,No Subject Provided,N
8126575413,2018-02-28 04:19:04,2018-02-27 11:21:00,,Hawaii,"Calls pretending to be government, businesses, or family and friends",Y
8172524426,2018-02-28 04:23:19,2018-02-27 11:04:00,,Texas,No Subject Provided,Y
9376382291,2018-02-28 04:23:50,2018-02-22 09:04:00,,Ohio,Work from home  & other ways to make money,Y
7082491002,2018-02-28 04:24:38,2018-02-27 18:02:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:25:16,2018-02-27 17:02:00,,Illinois,No Subject Provided,N
3126205040,2018-02-28 04:25:28,2018-02-27 13:05:00,Denver,Colorado,Dropped call or no message,N
7042756063,2018-02-28 04:25:31,2018-02-27 11:18:00,,Texas,No Subject Provided,Y
7082491002,2018-02-28 04:25:45,2018-02-27 17:02:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:26:14,2018-02-27 17:02:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:26:41,2018-02-27 17:43:00,,Illinois,No Subject Provided,N
3033733239,2018-02-28 04:27:02,2018-02-27 16:20:00,Denver,Colorado,Dropped call or no message,N
7082491002,2018-02-28 04:27:13,2018-02-27 17:43:00,,Illinois,No Subject Provided,N
9096664802,2018-02-28 04:27:18,2018-02-27 14:45:00,,Texas,No Subject Provided,Y
7082491002,2018-02-28 04:27:46,2018-02-27 17:43:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:28:20,2018-02-27 17:43:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:28:50,2018-02-27 17:43:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:29:23,2018-02-27 18:28:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:29:49,2018-02-27 18:00:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:30:16,2018-02-27 18:28:00,,Illinois,No Subject Provided,N
2482346269,2018-02-28 04:30:38,2018-02-23 09:46:00,,Ohio,Work from home  & other ways to make money,Y
7082491002,2018-02-28 04:30:58,2018-02-27 18:28:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:31:25,2018-02-27 18:28:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:32:02,2018-02-27 19:20:00,,Illinois,No Subject Provided,N
5209656024,2018-02-28 04:32:07,2018-02-27 14:37:00,,Ohio,Work from home  & other ways to make money,Y
2023431766,2018-02-28 04:32:11,2018-02-27 15:03:00,Sylmar,California,"Calls pretending to be government, businesses, or family and friends",N
7082491002,2018-02-28 04:32:27,2018-02-27 19:20:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:32:52,2018-02-27 19:20:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:33:17,2018-02-27 19:20:00,,Illinois,No Subject Provided,N
3864458693,2018-02-28 04:33:32,2018-02-27 17:48:00,Palm coast,Florida,"Calls pretending to be government, businesses, or family and friends",N
7082491002,2018-02-28 04:33:50,2018-02-27 19:20:00,,Illinois,No Subject Provided,N
7082491002,2018-02-28 04:34:13,2018-02-27 19:20:00,,Illinois,No Subject Provided,N
6057777197,2018-02-28 04:37:37,2018-02-26 09:30:00,,Ohio,No Subject Provided,N
7029200216,2018-02-28 04:37:38,2018-02-27 10:42:00,,Nevada,Other,Y
2064011987,2018-02-28 04:44:17,2018-02-27 11:30:00,Las vegas,Nevada,Dropped call or no message,Y
4259475742,2018-02-28 04:50:51,2018-02-27 16:55:00,,Washington,"Reducing your debt (credit cards, mortgage, student loans)",Y
4053477024,2018-02-28 04:53:28,2017-05-01 11:00:00,Crescent,Oklahoma,"Calls pretending to be government, businesses, or family and friends",Y
8328384944,2018-02-28 04:57:39,2018-02-27 07:43:00,,Texas,Dropped call or no message,Y
7187757303,2018-02-28 05:00:33,2018-02-20 18:24:00,North Port,Florida,No Subject Provided,N
6163334916,2018-02-28 05:04:38,2018-02-27 19:42:00,,Michigan,Dropped call or no message,N
8328384944,2018-02-28 05:05:16,2018-02-27 07:43:00,,Texas,Dropped call or no message,Y
8328384944,2018-02-28 05:07:32,2018-02-27 07:43:00,,Texas,Dropped call or no message,Y
4256163708,2018-02-28 05:08:12,2018-02-27 16:46:00,,Wisconsin,"Calls pretending to be government, businesses, or family and friends",Y
7122927201,2018-02-28 05:09:16,2018-02-27 17:18:00,,New Hampshire,"Reducing your debt (credit cards, mortgage, student loans)",N
9493960910,2018-02-28 05:09:35,2018-02-27 20:10:00,Little River,South Carolina,No Subject Provided,N
7207283201,2018-02-28 05:12:13,2018-02-27 15:57:00,Los Angeles,California,Dropped call or no message,Y
9012015034,2018-02-28 05:14:27,2018-02-27 19:27:00,,New Hampshire,Charities,N
2532001187,2018-02-28 05:20:50,2018-02-27 18:40:00,,Washington,No Subject Provided,N
6147296075,2018-02-28 05:20:24,2018-02-16 12:33:00,Los Angeles,California,Dropped call or no message,Y
2533144799,2018-02-28 05:22:27,2018-02-27 09:03:00,,Washington,No Subject Provided,N
7027369136,2018-02-28 05:24:20,2018-02-26 19:47:00,,Washington,No Subject Provided,N
9045552521,2018-02-28 05:24:52,2018-02-22 15:45:00,,Florida,No Subject Provided,Y
2535814900,2018-02-28 05:25:58,2018-02-20 16:09:00,,Washington,No Subject Provided,N
2064006988,2018-02-28 05:27:54,2018-02-16 12:14:00,,Washington,No Subject Provided,N
9045552521,2018-02-28 05:28:54,2018-02-24 15:08:00,,Florida,No Subject Provided,Y
2532001187,2018-02-28 05:29:44,2018-02-14 15:42:00,,Washington,No Subject Provided,N
6147544056,2018-02-28 05:29:08,2018-02-27 16:35:00,Los Angeles,California,Dropped call or no message,Y
9282282061,2018-02-28 05:29:54,2018-02-27 14:24:00,REDFORD TWP,Michigan,No Subject Provided,N
4252455433,2018-02-28 05:31:17,2018-02-08 15:17:00,,Washington,No Subject Provided,N
6673339138,2018-02-28 05:30:38,2018-02-26 15:41:00,Silver Spring,Maryland,Other,Y
8564095877,2018-02-28 05:30:48,2018-02-27 09:59:00,Marlton,New Jersey,Dropped call or no message,N
8569837061,2018-02-28 05:32:16,2018-02-27 10:45:00,Marlton,New Jersey,Dropped call or no message,N
2533520121,2018-02-28 05:33:12,2018-02-07 12:12:00,,Washington,No Subject Provided,N
9045552521,2018-02-28 05:33:18,2018-02-26 10:01:00,,Florida,No Subject Provided,Y
8627740049,2018-02-28 05:33:36,2018-02-27 13:27:00,Marlton,New Jersey,Dropped call or no message,N
2539830852,2018-02-28 05:34:44,2018-02-06 15:28:00,,Washington,No Subject Provided,N
3475742289,2018-02-28 05:35:09,2018-02-27 16:20:00,Marlton,New Jersey,Dropped call or no message,N
3609407071,2018-02-28 05:36:20,2018-01-25 15:45:00,,Washington,No Subject Provided,N
8622012079,2018-02-28 05:36:31,2018-02-27 18:38:00,Marlton,New Jersey,Dropped call or no message,N
2535312404,2018-02-28 05:37:53,2018-01-25 13:29:00,,Washington,No Subject Provided,N
7084563157,2018-02-28 05:38:02,2018-02-27 09:43:00,REDFORD TWP,Michigan,No Subject Provided,N
4403368090,2018-02-28 05:38:52,2018-02-27 18:00:00,Uniontown,Ohio,Warranties  & protection plans,N
3609675982,2018-02-28 05:39:44,2018-01-23 13:03:00,,Washington,No Subject Provided,N
6145864098,2018-02-28 05:39:42,2018-02-27 19:00:00,,New Jersey,Other,N
5095983767,2018-02-28 05:41:34,2017-11-20 13:28:00,,Washington,No Subject Provided,N
8144190039,2018-02-28 05:40:54,2018-02-27 13:48:00,REDFORD TWP,Michigan,No Subject Provided,N
6365911310,2018-02-28 05:41:37,2018-02-27 18:20:00,,Tennessee,No Subject Provided,N
4157793154,2018-02-28 05:42:09,2018-02-27 17:51:00,,New Jersey,Other,N
2763021599,2018-02-28 05:43:21,2018-01-20 12:46:00,,Washington,No Subject Provided,N
3303259927,2018-02-28 05:43:33,2018-02-27 18:18:00,Atwater,Ohio,"Reducing your debt (credit cards, mortgage, student loans)",Y
24872871770,2018-02-28 05:43:45,2018-02-27 18:18:00,REDFORD TWP,Michigan,No Subject Provided,N
2022626493,2018-02-28 05:44:19,2018-02-26 14:13:00,,Pennsylvania,No Subject Provided,N
2532001187,2018-02-28 05:45:06,2018-01-20 12:10:00,,Washington,No Subject Provided,N
8644382065,2018-02-28 05:44:43,2018-02-27 19:00:00,Myrtle Beach,South Carolina,"Calls pretending to be government, businesses, or family and friends",N
8009556600,2018-02-28 05:45:54,2018-02-27 18:00:00,Catawissa,Pennsylvania,No Subject Provided,Y
7178521456,2018-02-28 05:46:03,2018-02-27 16:33:00,,Pennsylvania,No Subject Provided,N
2533145681,2018-02-28 05:46:36,2018-01-18 21:27:00,,Washington,No Subject Provided,Y
8009423767,2018-02-28 05:47:20,2018-02-28 05:40:00,New Haven,Connecticut,Work from home  & other ways to make money,Y
2537012545,2018-02-28 05:48:07,2018-01-19 12:15:00,,Washington,No Subject Provided,N
8593207456,2018-02-28 05:48:40,2018-01-27 16:39:00,Lexington,Kentucky,"Lotteries, prizes  & sweepstakes",Y
3608187061,2018-02-28 05:49:43,2018-01-17 12:41:00,,Washington,No Subject Provided,N
4349539939,2018-02-28 05:50:15,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
8592030654,2018-02-28 05:50:19,2018-02-27 11:43:00,Lexington,Kentucky,"Lotteries, prizes  & sweepstakes",Y
2532001187,2018-02-28 05:51:20,2018-01-17 22:40:00,,Washington,No Subject Provided,Y
8592030601,2018-02-28 05:51:26,2018-02-27 15:35:00,Lexington,Kentucky,"Lotteries, prizes  & sweepstakes",Y
4122763911,2018-02-28 05:51:59,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
2533365670,2018-02-28 05:52:50,2018-01-09 12:47:00,,Washington,No Subject Provided,N
7246783247,2018-02-28 05:52:26,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
8592030670,2018-02-28 05:52:31,2018-02-26 16:32:00,Lexington,Kentucky,"Lotteries, prizes  & sweepstakes",Y
6123739236,2018-02-28 05:52:45,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
4842467282,2018-02-28 05:53:11,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
8592791322,2018-02-28 05:53:25,2018-02-26 10:03:00,Lexington,Kentucky,"Lotteries, prizes  & sweepstakes",Y
8016180623,2018-02-28 05:53:27,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
2313091541,2018-02-28 05:54:20,2018-01-05 15:39:00,,Washington,No Subject Provided,N
4349539939,2018-02-28 05:54:25,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
3866269787,2018-02-28 05:55:04,2018-02-26 18:00:00,pittsburgh,Pennsylvania,"Reducing your debt (credit cards, mortgage, student loans)",Y
2067366815,2018-02-28 05:55:53,2018-01-05 13:24:00,,Washington,No Subject Provided,N
6368549851,2018-02-28 05:57:31,2018-01-04 14:37:00,,Washington,No Subject Provided,N
4145017660,2018-02-28 05:58:15,2018-02-27 20:15:00,Little Chute,Wisconsin,No Subject Provided,Y
5132299279,2018-02-28 05:59:31,2018-01-03 21:38:00,,Washington,No Subject Provided,Y
2532291251,2018-02-28 06:01:06,2017-01-28 00:00:00,,Washington,No Subject Provided,N
9415448207,2018-02-28 06:00:45,2016-02-26 13:22:00,sarasota,Florida,"Reducing your debt (credit cards, mortgage, student loans)",Y
3158880988,2018-02-28 06:01:51,2018-02-26 11:50:00,Lexington,North Carolina,"Calls pretending to be government, businesses, or family and friends",Y
2064522091,2018-02-28 06:02:41,2017-12-28 12:29:00,,Washington,No Subject Provided,N
8662925264,2018-02-28 06:02:32,2018-02-27 14:33:00,Brick,New Jersey,Dropped call or no message,Y
7184846240,2018-02-28 06:02:42,2018-02-27 16:44:00,,Virginia,No Subject Provided,N
5712349822,2018-02-28 06:03:08,2018-02-27 10:06:00,,Virginia,Dropped call or no message,N
7035744063,2018-02-28 06:03:30,2018-02-27 15:46:00,,Virginia,No Subject Provided,N
8662925264,2018-02-28 06:04:11,2018-02-27 15:35:00,Brick,New Jersey,Dropped call or no message,Y
2066868067,2018-02-28 06:04:22,2017-12-27 17:13:00,,Washington,No Subject Provided,N
2077239441,2018-02-28 06:04:18,2018-02-26 13:17:00,,Virginia,Dropped call or no message,N
7184846243,2018-02-28 06:04:22,2018-02-27 14:27:00,,Virginia,No Subject Provided,N
8662925264,2018-02-28 06:04:57,2018-02-26 14:33:00,Brick,New Jersey,Dropped call or no message,Y
5162037003,2018-02-28 06:06:00,2017-12-15 12:05:00,,Washington,No Subject Provided,N
9043122265,2018-02-28 06:05:22,2018-02-27 11:46:00,,Virginia,Dropped call or no message,N
6073194440,2018-02-28 06:05:46,2018-02-26 12:26:00,Brick,New Jersey,Dropped call or no message,Y
7035342051,2018-02-28 06:06:35,2018-02-27 11:31:00,,Virginia,"Reducing your debt (credit cards, mortgage, student loans)",N
4256299172,2018-02-28 06:07:33,2017-12-14 14:31:00,,Washington,No Subject Provided,N
9292070908,2018-02-28 06:07:23,2018-02-27 16:15:00,,Virginia,Medical  & prescriptions,N
2533145610,2018-02-28 06:09:12,2017-12-14 12:50:00,,Washington,No Subject Provided,N
8884567048,2018-02-28 06:09:06,2018-02-27 15:29:00,,New Jersey,Computer  & technical support,Y
